temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,timestamp
24.821319580078125,23.21875,58.224952697753906,1012.02392578125,2.986911733485569,354.9997802987396,74.88281311638065,6.881709098815918,-21.616331100463867,6.764955043792725,-0.054655998945236206,-0.05929199978709221,0.9994239807128906,-0.12179683148860931,0.020036714151501656,0.09729255735874176,2017-02-11 22:55:08.752324
24.908742904663086,23.225000381469727,58.886566162109375,1012.043212890625,3.0832579550309456,354.6706223835793,74.96072508424298,7.116658687591553,-21.718347549438477,6.840020179748535,-0.039772000163793564,-0.09223199635744095,1.013819932937622,0.011067420244216919,0.012398403137922287,0.08964154124259949,2017-02-11 22:55:08.839845
24.751380920410156,23.225000381469727,58.33522415161133,1012.0517578125,3.137388911750589,354.82425638990134,75.09799139599272,7.283991813659668,-21.709373474121094,6.357089996337891,-0.0651479959487915,-0.06417199969291687,1.0187000036239624,0.031834185123443604,0.01087613683193922,0.09359646588563919,2017-02-11 22:55:08.936588
24.646472930908203,23.231250762939453,58.911067962646484,1012.060546875,3.205096576992925,354.98278721497144,75.11222551022303,6.725823879241943,-21.926427841186523,6.397752285003662,-0.03879600018262863,-0.1076039969921112,0.9762439727783203,0.0022028684616088867,0.014235352165997028,0.09174693375825882,2017-02-11 22:55:09.022823
24.76886558532715,23.225000381469727,58.88043975830078,1012.054443359375,3.307955383911909,355.0920121850837,75.34921258385496,5.949249267578125,-21.76759147644043,6.9005327224731445,-0.19690799713134766,0.048312000930309296,1.2475719451904297,0.002508305013179779,-0.046545740216970444,0.07464270293712616,2017-02-11 22:55:09.108781
24.803834915161133,23.233333587646484,59.71051025390625,1012.059814453125,3.138152612277161,355.12735115696256,75.69335166518606,5.883971214294434,-21.652353286743164,7.4348554611206055,-0.018543999642133713,-0.08930400013923645,1.0592039823532104,-0.04697178304195404,-0.06273366510868073,0.10610226541757584,2017-02-11 22:55:09.206900
24.681442260742188,23.233333587646484,58.48224639892578,1012.06689453125,3.1403350711603917,355.05223828599947,75.98012398767821,5.804637908935547,-21.79228401184082,7.851953506469727,-0.0024399999529123306,-0.2012999951839447,1.0701839923858643,-0.07598788291215897,0.012708188034594059,0.11343264579772949,2017-02-11 22:55:09.310329
24.733896255493164,23.245832443237305,58.80080032348633,1012.068359375,3.0920565193423912,354.57679564806404,76.25915087565157,5.3900885581970215,-21.827110290527344,7.7640767097473145,-0.07759200036525726,-0.09662400186061859,0.9786840081214905,-0.02620236575603485,-0.03616103157401085,0.1027425080537796,2017-02-11 22:55:09.413880
24.716411590576172,23.23958396911621,60.57121276855469,1012.064697265625,3.084792399716671,354.37860789089916,76.5252277249586,5.545671463012695,-21.559537887573242,7.505897045135498,-0.054899998009204865,-0.1705559939146042,1.0201640129089355,-0.028338007628917694,-0.015390319749712944,0.11556096374988556,2017-02-11 22:55:09.500212
24.76886558532715,23.243749618530273,59.006019592285156,1012.061279296875,3.005410447078902,354.17277331007165,76.91844171547622,5.627139568328857,-21.901121139526367,6.7729692459106445,-0.06661199778318405,-0.15103599429130554,1.0145519971847534,0.009538058191537857,-0.04531751200556755,0.11065459996461868,2017-02-11 22:55:09.596878
