temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,timestamp
21.778987884521484,20.402082443237305,66.54100036621094,1013.0146484375,355.7494797912868,359.7346822355058,67.03400368449805,3.6058402061462402,-7.6658406257629395,2.9668800830841064,0.07295599579811096,-0.014639999717473984,0.9515999555587769,-0.060355111956596375,-0.004083061125129461,-0.02945961430668831,2017-02-11 22:53:17.094721
21.918865203857422,20.383333206176758,65.92227172851562,1012.990478515625,355.4143971139083,359.147064759469,66.5825759916844,7.489403247833252,-15.432892799377441,5.878645896911621,0.10540799796581268,-0.015859998762607574,1.0035719871520996,-0.032663434743881226,-0.02736286260187626,-0.03425823897123337,2017-02-11 22:53:17.240242
21.883895874023438,20.38541603088379,64.62662506103516,1012.98046875,355.3437900333633,358.74779292476615,66.31844574629082,8.472309112548828,-18.674890518188477,7.149929046630859,0.07612799853086472,-0.024643998593091965,0.9389119744300842,-0.08420540392398834,0.032578978687524796,-0.032240111380815506,2017-02-11 22:53:17.384401
21.848926544189453,20.389583587646484,65.50570678710938,1012.9736328125,355.6542853103902,357.91458465794034,65.98953115661969,9.064724922180176,-19.572330474853516,8.024991989135742,0.09906399995088577,-0.014883999712765217,1.0086959600448608,-0.05225753039121628,-0.004158592317253351,-0.03105304390192032,2017-02-11 22:53:17.594600
21.866411209106445,20.39583396911621,67.7355728149414,1012.968994140625,355.63780107571523,357.71262364814584,65.79302661419842,10.195762634277344,-19.962230682373047,8.411103248596191,0.0802759975194931,-0.010979999788105488,1.0125999450683594,-0.027236230671405792,-0.02645915374159813,-0.023842955008149147,2017-02-11 22:53:17.713937
21.918865203857422,20.389583587646484,66.63288879394531,1012.96533203125,355.5221083433458,357.4648412470873,65.54854682304699,9.499432563781738,-20.146530151367188,7.979328632354736,0.11614400148391724,-0.02000799961388111,1.0050359964370728,-0.07607375085353851,0.03254465386271477,-0.02671997807919979,2017-02-11 22:53:17.829034
21.848926544189453,20.402082443237305,65.95597076416016,1012.9599609375,355.325380539116,357.39427962998894,65.52903980277743,9.22339916229248,-20.530872344970703,7.131279945373535,0.08686399459838867,-0.018055999651551247,0.9401319622993469,-0.0404609814286232,-0.03993041440844536,-0.026907434687018394,2017-02-11 22:53:17.967937
21.953834533691406,20.40625,66.16731262207031,1012.957763671875,355.3987538462749,357.25802866854804,65.38638447177254,9.808768272399902,-20.494176864624023,7.242380619049072,0.10028399527072906,-0.015371999703347683,1.006500005722046,-0.049442414194345474,-0.00582880200818181,-0.025822613388299942,2017-02-11 22:53:18.122293
21.83144187927246,20.40625,65.9743423461914,1012.96142578125,355.0318971288775,357.3224723571407,65.25832525502398,10.15739917755127,-20.409170150756836,7.89456844329834,0.07344400137662888,-0.007563999854028225,0.9550159573554993,-0.0304678063839674,-0.01941416971385479,-0.023201104253530502,2017-02-11 22:53:18.235953
21.883895874023438,20.40416717529297,64.482666015625,1012.961181640625,355.28077214675983,357.30765276763253,65.11524645229055,9.796154022216797,-20.355804443359375,7.5478105545043945,0.08003199845552444,-0.028547998517751694,1.020651936531067,-0.06867668032646179,-0.04470190778374672,-0.01915736496448517,2017-02-11 22:53:18.374751
